index,class
269,6
270,6
271,6
272,2
273,3
274,1
275,1
276,4
277,4
278,4
279,2
280,3
281,6
282,6
283,6
284,1
285,3
286,3
287,4
288,4
289,4
290,5
291,5
292,5
293,1
294,1
295,1
296,6
297,6
298,6
299,3
300,1
301,4
302,4
303,4
304,2
305,1
306,3
307,5
308,5
309,5
310,1
311,1
312,4
313,4
314,4
315,4
316,4
317,4
318,6
319,6
320,6
321,3
322,1
323,2
324,1
325,2
326,3
327,3
328,3
329,1
330,1
331,1
332,1
333,4
334,4
335,4
336,6
337,6
338,6
339,2
340,1
341,6
342,6
343,6
344,1
345,1
346,3
347,3
348,3
349,2
350,3
351,1
352,4
353,4
354,4
355,1
356,1
357,1
358,2
359,4
360,4
361,4
362,3
363,2
364,2
365,3
366,5
367,5
368,5
369,3
370,2
371,5
372,5
373,5
374,4
375,4
376,4
377,5
378,5
379,5
380,3
381,6
382,6
383,6
384,2
385,3
386,2
387,1
388,2
389,6
390,6
391,6
392,3
393,1
394,1
395,2
396,3
397,6
398,6
399,6
400,4
401,4
402,4
403,3
404,2
405,6
406,6
407,6
408,3
409,1
410,2
411,2
412,3
413,3
414,3
415,3
416,1
417,2
418,1
419,1
420,3
421,1
422,2
423,2
424,2
425,3
426,3
427,3
428,3
429,2
430,2
431,3
432,5
433,5
434,5
435,1
436,1
437,1
438,3
439,2
440,1
441,3
442,2
443,1
444,3
445,3
446,2
447,5
448,5
449,5
450,3
451,3
452,3
453,6
454,6
455,6
456,2
457,3
458,1
459,1
460,3
461,3
462,3
463,2
464,3
465,3
466,2
467,1
468,1
469,1
470,2
471,2
472,2
473,1
474,3
475,4
476,4
477,4
478,2
479,2
480,4
481,4
482,4
483,3
484,2
485,3
486,3
487,3
488,3
489,2
490,2
491,1
492,5
493,5
494,5
495,3
496,3
497,1
498,2
499,2
500,3
501,3
502,4
503,4
504,4
505,1
506,3
507,2
508,3
509,5
510,5
511,5
512,5
513,5
514,5
515,5
516,5
517,5
518,3
519,2
520,3
521,5
522,5
523,5
524,2
525,2
526,1
527,1
528,3
529,1
530,2
531,6
532,6
533,6
534,3
535,1
536,5
537,5
538,5
539,1
540,2
541,3
542,3
543,2
544,3
545,6
546,6
547,6
548,2
549,2
550,2
551,3
552,2
553,1
554,2
555,2
556,2
557,6
558,6
559,6
560,3
561,2
562,1
563,2
564,3
565,1
566,1
567,1
568,3
569,3
570,6
571,6
572,6
573,3
574,5
575,5
576,5
577,5
578,5
579,5
580,3
581,3
582,3
583,6
584,6
585,6
586,2
587,3
588,2
589,6
590,6
591,6
592,3
593,2
594,2
595,1
596,3
597,3
598,6
599,6
600,6
601,3
602,6
603,6
604,6
605,1
606,2
607,5
608,5
609,5
610,1
611,1
612,2
613,3
614,2
615,2
616,3
617,2
618,3
619,3
620,1
621,1
622,4
623,4
624,4
625,2
626,6
627,6
628,6
629,3
630,3
631,6
632,6
633,6
634,2
635,6
636,6
637,6
638,4
639,4
640,4
641,3
642,3
643,3
644,2
645,2
646,3
647,5
648,5
649,5
650,3
651,3
652,3
653,3
654,4
655,4
656,4
657,2
658,3
659,4
660,4
661,4
662,2
663,3
664,1
665,3
666,5
667,5
668,5
669,1
670,2
671,2
672,1
673,2
674,2
675,2
676,4
677,4
678,4
679,3
680,5
681,5
682,5
683,2
684,1
685,2
686,1
687,3
688,4
689,4
690,4
691,2
692,3
693,1
694,1
695,3
696,3
697,1
698,3
699,2
700,1
701,2
702,2
703,1
704,6
705,6
706,6
707,1
708,2
709,4
710,4
711,4
712,3
713,3
714,3
715,1
716,1
717,1
718,1
719,3
720,1
721,6
722,6
723,6
724,3
725,3
726,3
727,3
728,3
729,3
730,3
731,2
732,5
733,5
734,5
735,2
736,3
737,1
738,3
739,2
740,4
741,4
742,4
743,2
744,2
745,3
746,2
747,6
748,6
749,6
750,1
751,1
752,3
753,4
754,4
755,4
756,3
757,1
758,3
759,3
760,1
761,2
762,1
763,2
764,2
765,1
766,4
767,4
768,4
769,2
770,1
771,1
772,4
773,4
774,4
775,1
776,3
777,4
778,4
779,4
780,3
781,2
782,2
783,3
784,2
785,3
786,2
787,1
788,4
789,4
790,4
791,2
792,1
793,2
794,2
795,3
796,6
797,6
798,6
799,3
800,6
801,6
802,6
803,1
804,2
805,3
806,6
807,6
808,6
809,4
810,4
811,4
812,3
813,1
814,3
815,1
816,3
817,3
818,3
819,2
820,3
821,2
822,3
823,3
824,1
825,3
826,1
827,1
828,6
829,6
830,6
831,5
832,5
833,5
834,2
835,1
836,1
837,3
838,6
839,6
840,6
841,3
842,1
843,6
844,6
845,6
846,3
847,3
848,6
849,6
850,6
851,1
852,4
853,4
854,4
855,2
856,2
857,2
858,5
859,5
860,5
861,1
862,2
863,1
864,6
865,6
866,6
867,1
868,1
869,2
870,3
871,2
872,2
873,5
874,5
875,5
876,6
877,6
878,6
879,2
880,3
881,1
882,3
883,2
884,2
885,5
886,5
887,5
888,5
889,5
890,5
891,4
892,4
893,4
894,5
895,5
896,5
897,2
898,3
899,3
900,3
901,3
902,2
903,1
904,3
905,5
906,5
907,5
908,5
909,5
910,5
911,4
912,4
913,4
914,3
915,1
916,1
917,1
918,1
919,2
920,6
921,6
922,6
923,3
924,2
925,3
926,5
927,5
928,5
929,1
930,2
931,3
932,1
933,4
934,4
935,4
936,3
937,3
938,1
939,6
940,6
941,6
942,2
943,1
944,1
945,3
946,1
947,5
948,5
949,5
950,1
951,6
952,6
953,6
954,1
955,2
956,2
957,3
958,2
959,3
960,4
961,4
962,4
963,2
964,2
965,1
966,2
967,5
968,5
969,5
970,1
971,3
972,1
973,4
974,4
975,4
976,1
977,2
978,1
979,6
980,6
981,6
982,1
983,1
984,2
985,2
986,5
987,5
988,5
989,4
990,4
991,4
992,3
993,1
994,1
995,1
996,6
997,6
998,6
999,1
1000,3
1001,3
1002,2
1003,4
1004,4
1005,4
1006,3
1007,2
1008,3
1009,3
1010,3
1011,1
1012,3
1013,1
1014,1
1015,2
1016,1
1017,3
1018,1
1019,4
1020,4
1021,4
1022,1
1023,3
1024,2
1025,3
1026,2
1027,3
1028,3
1029,1
1030,3
1031,2
1032,2
1033,2
1034,3
1035,3
1036,2
1037,3
1038,1
1039,2
1040,3
1041,3
1042,5
1043,5
1044,5
1045,6
1046,6
1047,6
1048,3
1049,1
1050,5
1051,5
1052,5
1053,2
1054,2
1055,2
1056,3
1057,1
1058,1
1059,4
1060,4
1061,4
1062,4
1063,4
1064,4
1065,4
1066,4
1067,4
1068,1
1069,1
1070,3
1071,3
1072,1
1073,3
1074,1
1075,1
1076,5
1077,5
1078,5
1079,2
1080,2
1081,1
1082,4
1083,4
1084,4
1085,6
1086,6
1087,6
1088,2
1089,4
1090,4
1091,4
1092,1
1093,3
1094,1
1095,3
1096,1
1097,1
1098,6
1099,6
1100,6
1101,3
1102,2
1103,3
1104,2
1105,6
1106,6
1107,6
1108,6
1109,6
1110,6
1111,5
1112,5
1113,5
1114,5
1115,5
1116,5
1117,2
1118,1
1119,4
1120,4
1121,4
1122,2
1123,1
1124,3
1125,1
1126,2
1127,1
1128,4
1129,4
1130,4
1131,2
1132,1
1133,2
1134,2
1135,1
1136,2
1137,3
1138,2
1139,3
1140,3
1141,1
1142,2
1143,5
1144,5
1145,5
1146,2
1147,1
1148,1
1149,3
1150,1
1151,3
1152,1
1153,4
1154,4
1155,4
1156,5
1157,5
1158,5
1159,1
1160,3
1161,5
1162,5
1163,5
1164,1
1165,4
1166,4
1167,4
1168,1
1169,2
1170,4
1171,4
1172,4
1173,2
1174,1
1175,3
1176,3
1177,3
1178,6
1179,6
1180,6
1181,6
1182,6
1183,6
1184,5
1185,5
1186,5
1187,3
1188,1
1189,1
1190,3
1191,2
1192,3
1193,1
1194,3
1195,3
1196,3
1197,1
1198,3
1199,5
1200,5
1201,5
1202,3
1203,1
1204,1
1205,5
1206,5
1207,5
1208,1
1209,2
1210,1
1211,2
1212,5
1213,5
1214,5
1215,2
1216,5
1217,5
1218,5
1219,3
1220,2
1221,5
1222,5
1223,5
1224,3
1225,1
1226,3
1227,6
1228,6
1229,6
1230,3
1231,6
1232,6
1233,6
1234,1
1235,1
1236,3
1237,3
1238,6
1239,6
1240,6
1241,6
1242,6
1243,6
1244,1
1245,2
1246,2
1247,3
1248,1
1249,3
1250,1
1251,2
1252,1
1253,5
1254,5
1255,5
1256,2
1257,3
1258,2
1259,2
1260,3
1261,1
1262,3
1263,6
1264,6
1265,6
1266,1
1267,3
1268,3
1269,1
1270,3
1271,6
1272,6
1273,6
1274,1
1275,3
1276,6
1277,6
1278,6
1279,3
1280,3
1281,3
1282,4
1283,4
1284,4
1285,2
1286,3
1287,1
1288,3
1289,2
1290,2
1291,1
1292,1
1293,4
1294,4
1295,4
1296,2
1297,5
1298,5
1299,5
1300,2
1301,3
1302,1
1303,5
1304,5
1305,5
1306,6
1307,6
1308,6
1309,1
1310,2
1311,2
1312,1
1313,1
1314,1
1315,3
1316,2
1317,3
1318,2
1319,3
1320,1
1321,1
1322,1
1323,1
1324,3
1325,2
1326,6
1327,6
1328,6
1329,1
1330,3
1331,5
1332,5
1333,5
1334,3
1335,2
1336,2
1337,3
1338,3
1339,6
1340,6
1341,6
1342,6
1343,6
1344,6
1345,4
1346,4
1347,4
1348,6
1349,6
1350,6
1351,3
1352,6
1353,6
1354,6
1355,2
1356,1
1357,3
1358,6
1359,6
1360,6
1361,2
1362,4
1363,4
1364,4
1365,3
1366,1
1367,3
1368,2
1369,3
1370,1
1371,2
1372,1
1373,4
1374,4
1375,4
1376,3
1377,3
1378,3
1379,1
1380,2
1381,1
1382,3
1383,3
1384,1
1385,3
1386,6
1387,6
1388,6
1389,3
1390,1
1391,3
1392,3
1393,2
1394,2
1395,3
1396,1
1397,2
1398,6
1399,6
1400,6
1401,2
1402,1
1403,2
1404,1
1405,2
1406,3
1407,1
1408,3
1409,4
1410,4
1411,4
1412,3
1413,2
1414,1
1415,2
1416,6
1417,6
1418,6
1419,4
1420,4
1421,4
1422,2
1423,4
1424,4
1425,4
1426,1
1427,3
1428,5
1429,5
1430,5
1431,2
1432,5
1433,5
1434,5
1435,3
1436,4
1437,4
1438,4
1439,3
1440,2
1441,1
1442,1
1443,1
1444,6
1445,6
1446,6
1447,2
1448,6
1449,6
1450,6
1451,6
1452,6
1453,6
1454,3
1455,2
1456,3
1457,1
1458,1
1459,3
1460,3
1461,1
1462,4
1463,4
1464,4
1465,1
1466,1
1467,2
1468,4
1469,4
1470,4
1471,2
1472,4
1473,4
1474,4
1475,3
1476,5
1477,5
1478,5
1479,2
1480,1
1481,3
1482,3
1483,3
1484,3
1485,5
1486,5
1487,5
1488,6
1489,6
1490,6
1491,3
1492,2
1493,1
1494,1
1495,2
1496,1
1497,1
1498,1
1499,1
1500,2
1501,2
1502,3
1503,1
1504,2
1505,2
1506,3
1507,3
1508,1
1509,3
1510,4
1511,4
1512,4
1513,1
1514,1
1515,3
1516,3
1517,2
1518,6
1519,6
1520,6
1521,4
1522,4
1523,4
1524,2
1525,5
1526,5
1527,5
1528,1
1529,2
1530,1
1531,1
1532,1
1533,1
1534,2
1535,2
1536,1
1537,2
1538,2
1539,2
1540,3
1541,2
1542,1
1543,3
1544,5
1545,5
1546,5
1547,3
1548,2
1549,3
1550,3
1551,4
1552,4
1553,4
1554,1
1555,3
1556,5
1557,5
1558,5
1559,3
1560,4
1561,4
1562,4
1563,6
1564,6
1565,6
1566,1
1567,1
1568,1
1569,5
1570,5
1571,5
1572,1
1573,1
1574,2
1575,4
1576,4
1577,4
1578,2
1579,1
1580,2
1581,2
1582,3
1583,6
1584,6
1585,6
1586,1
1587,3
1588,5
1589,5
1590,5
1591,6
1592,6
1593,6
1594,3
1595,5
1596,5
1597,5
1598,2
1599,2
1600,4
1601,4
1602,4
1603,6
1604,6
1605,6
1606,2
1607,1
1608,3
1609,1
1610,3
1611,3
1612,1
1613,1
1614,1
1615,3
1616,3
1617,3
1618,1
1619,2
1620,2
1621,1
1622,2
1623,1
1624,2
1625,5
1626,5
1627,5
1628,3
1629,2
1630,1
1631,5
1632,5
1633,5
1634,5
1635,5
1636,5
1637,2
1638,3
1639,1
1640,2
1641,1
1642,4
1643,4
1644,4
1645,3
1646,5
1647,5
1648,5
1649,1
1650,2
1651,4
1652,4
1653,4
1654,1
1655,1
1656,1
1657,5
1658,5
1659,5
1660,2
1661,1
1662,4
1663,4
1664,4
1665,5
1666,5
1667,5
1668,5
1669,5
1670,5
1671,4
1672,4
1673,4
1674,2
1675,1
1676,1
1677,3
1678,3
1679,6
1680,6
1681,6
1682,1
1683,1
1684,3
1685,3
1686,1
1687,2
1688,1
1689,1
1690,2
1691,1
1692,2
1693,1
1694,2
1695,3
1696,3
1697,4
1698,4
1699,4
1700,3
1701,3
1702,6
1703,6
1704,6
1705,3
1706,1
1707,3
1708,5
1709,5
1710,5
1711,2
1712,6
1713,6
1714,6
1715,6
1716,6
1717,6
1718,3
1719,3
1720,5
1721,5
1722,5
1723,3
1724,6
1725,6
1726,6
1727,1
1728,6
1729,6
1730,6
1731,1
1732,4
1733,4
1734,4
1735,5
1736,5
1737,5
1738,3
1739,3
1740,3
1741,1
1742,1
1743,3
1744,2
1745,2
1746,3
1747,3
1748,2
1749,3
1750,3
1751,1
1752,1
1753,5
1754,5
1755,5
1756,5
1757,5
1758,5
1759,6
1760,6
1761,6
1762,1
1763,3
1764,1
1765,2
1766,4
1767,4
1768,4
1769,1
1770,6
1771,6
1772,6
1773,3
1774,2
1775,3
1776,3
1777,5
1778,5
1779,5
1780,1
1781,3
1782,1
1783,3
1784,3
1785,1
1786,3
1787,2
1788,3
1789,2
1790,1
1791,2
1792,2
1793,3
1794,1
1795,3
1796,1
1797,6
1798,6
1799,6
1800,2
1801,3
1802,5
1803,5
1804,5
1805,2
1806,3
1807,2
1808,5
1809,5
1810,5
1811,2
1812,1
1813,5
1814,5
1815,5
1816,2
1817,5
1818,5
1819,5
1820,2
1821,5
1822,5
1823,5
1824,2
1825,2
1826,3
1827,6
1828,6
1829,6
1830,5
1831,5
1832,5
1833,3
1834,4
1835,4
1836,4
1837,3
1838,5
1839,5
1840,5
1841,1
1842,1
1843,1
1844,1
1845,2
1846,3
1847,4
1848,4
1849,4
1850,5
1851,5
1852,5
1853,1
1854,3
1855,2
1856,2
1857,5
1858,5
1859,5
1860,2
1861,3
1862,5
1863,5
1864,5
1865,1
1866,5
1867,5
1868,5
1869,2
1870,1
1871,3
1872,2
1873,1
1874,1
1875,6
1876,6
1877,6
1878,1
1879,3
1880,5
1881,5
1882,5
1883,2
1884,1
1885,3
1886,3
1887,1
1888,3
1889,3
1890,2
1891,2
1892,1
1893,2
1894,3
1895,1
1896,1
1897,1
1898,3
1899,3
1900,2
1901,3
1902,2
1903,5
1904,5
1905,5
1906,1
1907,2
1908,2
1909,2
1910,2
1911,3
1912,3
1913,2
1914,1
1915,6
1916,6
1917,6
1918,2
1919,1
1920,1
1921,3
1922,2
1923,6
1924,6
1925,6
1926,3
1927,5
1928,5
1929,5
1930,1
1931,1
1932,1
1933,5
1934,5
1935,5
1936,3
1937,3
1938,2
1939,3
1940,1
1941,1
1942,1
1943,2
1944,2
1945,3
1946,1
1947,6
1948,6
1949,6
1950,1
1951,2
1952,2
1953,1
1954,3
1955,3
1956,5
1957,5
1958,5
1959,2
1960,1
1961,1
1962,2
1963,2
1964,3
1965,5
1966,5
1967,5
1968,5
1969,5
1970,5
1971,3
1972,3
1973,2
1974,1
1975,6
1976,6
1977,6
1978,1
1979,2
1980,3
1981,6
1982,6
1983,6
1984,3
1985,3
1986,5
1987,5
1988,5
1989,3
1990,4
1991,4
1992,4
1993,5
1994,5
1995,5
1996,1
1997,1
1998,1
1999,3
2000,4
2001,4
2002,4
2003,1
2004,1
2005,3
2006,2
2007,6
2008,6
2009,6
2010,5
2011,5
2012,5
2013,4
2014,4
2015,4
2016,1
2017,2
2018,3
2019,1
2020,3
2021,4
2022,4
2023,4
2024,4
2025,4
2026,4
2027,1
2028,3
2029,2
2030,3
2031,2
2032,3
2033,1
2034,6
2035,6
2036,6
2037,3
2038,3
2039,3
2040,3
2041,2
2042,1
2043,1
2044,2
2045,2
2046,3
2047,1
2048,3
2049,2
2050,2
2051,1
2052,3
2053,3
2054,1
2055,4
2056,4
2057,4
2058,3
2059,2
2060,2
2061,5
2062,5
2063,5
2064,1
2065,2
2066,1
2067,1
2068,1
2069,2
2070,2
2071,4
2072,4
2073,4
2074,5
2075,5
2076,5
2077,3
2078,3
2079,4
2080,4
2081,4
2082,2
2083,3
2084,6
2085,6
2086,6
2087,2
2088,1
2089,3
2090,3
2091,6
2092,6
2093,6
2094,1
2095,1
2096,1
2097,5
2098,5
2099,5
2100,1
2101,3
2102,2
2103,6
2104,6
2105,6
2106,5
2107,5
2108,5
2109,5
2110,5
2111,5
2112,1
2113,3
2114,3
2115,3
2116,2
2117,2
2118,3
2119,3
2120,1
2121,2
2122,4
2123,4
2124,4
2125,3
2126,1
2127,2
2128,4
2129,4
2130,4
2131,1
2132,1
2133,2
2134,1
2135,3
2136,3
2137,4
2138,4
2139,4
2140,1
2141,1
2142,1
2143,1
2144,3
2145,1
2146,2
2147,6
2148,6
2149,6
2150,2
2151,3
2152,1
2153,3
2154,3
2155,4
2156,4
2157,4
2158,4
2159,4
2160,4
2161,3
2162,5
2163,5
2164,5
2165,3
2166,1
2167,4
2168,4
2169,4
2170,1
2171,1
2172,1
2173,3
2174,3
2175,5
2176,5
2177,5
2178,5
2179,5
2180,5
2181,2
2182,1
2183,2
2184,4
2185,4
2186,4
2187,2
2188,3
2189,1
2190,3
2191,3
2192,1
2193,3
2194,3
2195,3
2196,1
2197,3
2198,5
2199,5
2200,5
2201,3
2202,1
2203,6
2204,6
2205,6
2206,1
2207,3
2208,6
2209,6
2210,6
2211,3
2212,2
2213,6
2214,6
2215,6
2216,2
2217,6
2218,6
2219,6
2220,3
2221,2
2222,1
2223,1
2224,3
2225,3
2226,4
2227,4
2228,4
2229,1
2230,5
2231,5
2232,5
2233,5
2234,5
2235,5
2236,3
2237,6
2238,6
2239,6
2240,1
2241,6
2242,6
2243,6
2244,1
2245,1
2246,3
2247,3
2248,2
2249,2
2250,1
2251,1
2252,3
2253,1
2254,2
2255,3
2256,5
2257,5
2258,5
2259,3
2260,3
2261,3
2262,3
2263,6
2264,6
2265,6
2266,1
2267,3
2268,3
2269,3
2270,3
2271,2
2272,2
2273,2
2274,3
2275,3
2276,1
2277,2
2278,1
2279,3
2280,1
2281,3
2282,1
2283,1
2284,3
2285,2
2286,4
2287,4
2288,4
2289,2
2290,2
2291,3
2292,2
2293,2
2294,2
2295,2
2296,3
2297,2
2298,1
2299,1
2300,3
2301,1
2302,2
2303,1
2304,6
2305,6
2306,6
2307,3
2308,2
2309,3
2310,6
2311,6
2312,6
2313,3
2314,2
2315,1
2316,1
2317,1
2318,1
2319,1
2320,3
2321,1
2322,3
2323,3
2324,3
2325,5
2326,5
2327,5
2328,3
2329,3
2330,1
2331,1
2332,5
2333,5
2334,5
2335,1
2336,1
2337,4
2338,4
2339,4
2340,2
2341,3
2342,3
2343,1
2344,1
2345,1
2346,6
2347,6
2348,6
2349,1
2350,5
2351,5
2352,5
2353,2
2354,3
2355,3
2356,3
2357,1
2358,3
2359,6
2360,6
2361,6
2362,2
2363,5
2364,5
2365,5
2366,3
2367,1
2368,3
2369,5
2370,5
2371,5
2372,5
2373,5
2374,5
2375,3
2376,2
2377,3
2378,1
2379,3
2380,1
2381,3
2382,2
2383,1
2384,2
2385,4
2386,4
2387,4
2388,3
2389,3
2390,2
2391,1
2392,4
2393,4
2394,4
2395,2
2396,6
2397,6
2398,6
2399,1
2400,1
2401,3
2402,2
2403,5
2404,5
2405,5
2406,5
2407,5
2408,5
2409,2
2410,4
2411,4
2412,4
2413,1
2414,1
2415,6
2416,6
2417,6
2418,1
2419,6
2420,6
2421,6
2422,3
2423,2
2424,3
2425,1
2426,3
2427,3
2428,1
2429,3
2430,3
2431,1
2432,2
2433,2
2434,3
2435,1
2436,3
2437,3
2438,2
2439,1
2440,3
2441,2
2442,2
2443,1
2444,3
2445,1
2446,3
2447,1
2448,3
2449,3
2450,3
2451,1
2452,2
2453,6
2454,6
2455,6
2456,3
2457,3
2458,1
2459,4
2460,4
2461,4
2462,3
2463,2
2464,2
2465,1
2466,1
2467,6
2468,6
2469,6
2470,1
2471,2
2472,1
2473,4
2474,4
2475,4
2476,3
2477,3
2478,6
2479,6
2480,6
2481,1
2482,1
2483,2
2484,1
2485,3
2486,2
2487,3
2488,1
2489,1
2490,3
2491,3
2492,3
2493,2
2494,5
2495,5
2496,5
2497,1
2498,2
2499,1
2500,3
2501,3
2502,2
2503,5
2504,5
2505,5
2506,2
2507,1
2508,3
2509,3
2510,1
2511,1
2512,4
2513,4
2514,4
2515,2
2516,5
2517,5
2518,5
2519,3
2520,1
2521,2
2522,2
2523,1
2524,1
2525,1
2526,6
2527,6
2528,6
2529,1
2530,4
2531,4
2532,4
2533,6
2534,6
2535,6
2536,3
2537,1
2538,2
2539,3
2540,1
2541,1
2542,2
2543,1
2544,2
2545,2
2546,2
2547,2
2548,3
2549,2
2550,3
2551,2
2552,6
2553,6
2554,6
2555,2
2556,6
2557,6
2558,6
2559,3
2560,3
2561,3
2562,1
2563,2
2564,3
2565,1
2566,3
2567,3
2568,3
2569,5
2570,5
2571,5
2572,2
2573,4
2574,4
2575,4
2576,1
2577,2
2578,1
2579,3
2580,3
2581,2
2582,2
2583,1
2584,2
2585,5
2586,5
2587,5
2588,2
2589,2
2590,4
2591,4
2592,4
2593,3
2594,3
2595,3
2596,3
2597,5
2598,5
2599,5
2600,2
2601,1
2602,6
2603,6
2604,6
2605,6
2606,6
2607,6
2608,1
2609,2
2610,2
2611,3
2612,1
2613,3
2614,1
2615,2
2616,5
2617,5
2618,5
2619,4
2620,4
2621,4
2622,5
2623,5
2624,5
2625,3
2626,6
2627,6
2628,6
2629,1
2630,6
2631,6
2632,6
2633,3
2634,3
2635,1
2636,6
2637,6
2638,6
2639,3
2640,2
2641,2
2642,3
2643,2
2644,5
2645,5
2646,5
2647,3
2648,1
2649,2
2650,4
2651,4
2652,4
2653,1
2654,6
2655,6
2656,6
2657,6
2658,6
2659,6
2660,3
2661,3
2662,3
2663,3
2664,3
2665,1
2666,1
2667,6
2668,6
2669,6
2670,6
2671,6
2672,6
2673,1
2674,1
2675,5
2676,5
2677,5
2678,2
2679,3
2680,5
2681,5
2682,5
2683,1
2684,2
2685,2
2686,3
2687,2
2688,6
2689,6
2690,6
2691,1
2692,3
2693,1
2694,1
2695,5
2696,5
2697,5
2698,3
2699,6
2700,6
2701,6
2702,3
2703,2
2704,1
2705,2
2706,1
2707,4
2708,4
2709,4
2710,2
2711,3
2712,3
2713,1
2714,5
2715,5
2716,5
2717,2
2718,2
2719,5
2720,5
2721,5
2722,3
2723,5
2724,5
2725,5
2726,1
2727,2
2728,2
2729,1
2730,2
2731,1
2732,3
2733,1
2734,3
2735,3
2736,2
2737,5
2738,5
2739,5
2740,5
2741,5
2742,5
2743,6
2744,6
2745,6
2746,6
2747,6
2748,6
2749,2
2750,1
2751,3
2752,5
2753,5
2754,5
2755,1
2756,1
2757,3
2758,3
2759,5
2760,5
2761,5
2762,3
2763,6
2764,6
2765,6
2766,3
2767,1
2768,1
2769,6
2770,6
2771,6
2772,4
2773,4
2774,4
2775,4
2776,4
2777,4
2778,3
2779,2
2780,3
2781,1
2782,3
2783,1
2784,3
2785,3
2786,2
2787,1
2788,4
2789,4
2790,4
2791,3
2792,5
2793,5
2794,5
2795,1
2796,2
2797,3
2798,1
2799,1
2800,2
2801,3
2802,3
2803,3
2804,1
2805,3
2806,1
2807,3
2808,3
2809,2
2810,1
2811,4
2812,4
2813,4
2814,6
2815,6
2816,6
2817,1
2818,2
2819,3
2820,3
2821,1
2822,1
2823,1
2824,4
2825,4
2826,4
2827,3
2828,1
2829,5
2830,5
2831,5
2832,4
2833,4
2834,4
2835,2
2836,3
2837,2
2838,6
2839,6
2840,6
2841,1
2842,1
2843,3
2844,3
2845,6
2846,6
2847,6
2848,1
2849,3
2850,1
2851,3
2852,2
2853,4
2854,4
2855,4
2856,1
2857,5
2858,5
2859,5
2860,3
2861,2
2862,2
2863,3
2864,3
2865,1
2866,3
2867,1
2868,1
2869,3
2870,3
2871,1
2872,3
2873,2
2874,1
2875,6
2876,6
2877,6
2878,1
2879,3
2880,3
2881,3
2882,3
2883,3
2884,1
2885,1
2886,6
2887,6
2888,6
2889,4
2890,4
2891,4
2892,3
2893,3
2894,1
2895,2
2896,2
2897,4
2898,4
2899,4
2900,3
2901,2
2902,1
2903,3
2904,3
2905,1
2906,3
2907,3
2908,3
2909,3
2910,1
2911,1
2912,2
2913,2
2914,3
2915,3
2916,1
2917,1
2918,1
2919,1
2920,2
2921,1
2922,2
2923,3
2924,6
2925,6
2926,6
2927,1
2928,2
2929,3
2930,4
2931,4
2932,4
2933,3
2934,6
2935,6
2936,6
2937,3
2938,3
2939,6
2940,6
2941,6
2942,1
2943,3
2944,2
2945,1
2946,1
2947,2
2948,6
2949,6
2950,6
2951,1
2952,2
2953,1
2954,6
2955,6
2956,6
2957,4
2958,4
2959,4
2960,1
2961,2
2962,3
2963,1
2964,6
2965,6
2966,6
2967,3
2968,6
2969,6
2970,6
2971,1
2972,3
2973,3
2974,2
2975,1
2976,2
2977,2
2978,4
2979,4
2980,4
2981,2
2982,4
2983,4
2984,4
2985,1
2986,4
2987,4
2988,4
2989,3
2990,5
2991,5
2992,5
2993,5
2994,5
2995,5
2996,5
2997,5
2998,5
